language,english,vocabulary
somali,city,magaalada
somali,claim,sheegashadaada
somali,class,fasalka
somali,clean,nadiif ah
somali,clear,cad
somali,climb,fuulid
somali,clock,saacad
somali,close,dhow
somali,clothe,huwin
somali,cloud,daruurta
somali,coast,xeebaha
somali,coat,jaakad
somali,cold,qabow
somali,collect,ururiyaan
somali,colony,gumeysi
somali,color,midabka
somali,column,khaanadda
somali,come,yimaado
somali,common,caadi
somali,company,shirkadda
somali,compare,barbardhigi
somali,complete,dhammaystiran
somali,condition,xaalad
somali,connect,xirmaan
somali,consider,tixgelin
somali,consonant,shibbane
somali,contain,ka koobnaan
somali,continent,qaaradda
somali,continue,sii
somali,control,control
somali,cook,kariye
somali,cool,qabow
somali,copy,nuqul
somali,corn,hadhuudhkii
somali,corner,geeska
somali,correct,sax
somali,cost,qiimaha
somali,cotton,suuf
somali,could,kari
somali,count,tirin
somali,country,dalka
somali,course,dabcan
somali,cover,dabool
somali,cow,lo’da
somali,crease,hooshooda
somali,create,abuuraan
somali,crop,dalagyada
somali,cross,gudbaan
somali,crowd,dadkii badnaa
somali,cry,qaylo
somali,current,ee hadda
somali,cut,jaris
somali,dad,aabbe
somali,dance,qoob ka ciyaarka
somali,danger,khatar
somali,dark,mugdiga
somali,day,maalin
somali,dead,dhintay
somali,deal,heshiis
somali,dear,gacaliye
somali,death,dhimasho
somali,decide,go’aan ka
somali,decimal,jajab tobanle
somali,deep,qoto dheer
somali,degree,degree
somali,depend,ku xiran tahay
somali,describe,qeexaan
somali,desert,lamadegaanka
somali,design,naqshad
somali,determine,loo go’aamiyo
somali,develop,horumariyo
somali,dictionary,qaamuuska
somali,did,yeeleen
somali,die,dhintaan
somali,differ,kala duwan
somali,difficult,adag
somali,direct,si toos ah
somali,discuss,kala hadli
somali,distant,fog
somali,divide,qaybi
somali,division,kala qeybinta
somali,do,samayn
somali,doctor,dhakhtarka
somali,does,ma
somali,dog,eyga
somali,dollar,doolar
somali,done,samayn
somali,don’t,sameeyaan ma
somali,door,albaabka
somali,double,double
somali,down,hoos
somali,draw,sawiraan
somali,dream,riyoodaa
somali,dress,dharka
somali,drink,cabitaan
somali,drive,gaari ku
somali,drop,dhicid
somali,dry,qallalan
somali,duck,duck
somali,during,inta lagu jiro
somali,each,kasta
somali,ear,dhegta
somali,early,hore
somali,earth,dhulka
somali,ease,sahal
somali,east,bari
somali,eat,cunin
somali,edge,qarkiisa
somali,effect,dhaqan
somali,egg,ukun
somali,eight,sideed
somali,either,ama
somali,electric,korontada
somali,element,element
somali,else,kale
somali,end,dhamaadka
somali,enemy,cadowga
somali,energy,tamar
somali,engine,engine
somali,enough,ku filan
somali,enter,galaan
somali,equal,siman
somali,equate,dhiga
somali,especially,gaar ahaan
somali,even,xataa
somali,evening,fiidka
somali,event,dhacdo
somali,ever,weligaa
somali,every,kasta
somali,exact,saxda ah
somali,example,tusaale ahaan
somali,except,marka laga reebo
somali,excite,cajeb
somali,exercise,jimicsiga
somali,expect,filayaan
somali,experience,waayo-aragnimo
somali,experiment,tijaabadii
somali,eye,indhaha
somali,face,weji
somali,fact,xaqiiqda
somali,fair,cadaalad
somali,fall,dhici
somali,family,qoyska
somali,famous,caanka ah
somali,far,ilaa hadda
somali,farm,beeraha
somali,fast,dhakhso u
somali,fat,baruurta
somali,father,aabaha
somali,favor,eexan
somali,fear,cabsida
somali,feed,cunto
somali,feel,dareemaan
somali,feet,feet
somali,fell,dhaceen
somali,felt,dareemay
somali,few,yar
somali,field,garoonka
somali,fig,berdaha
somali,fight,dagaal
somali,figure,jaantuska
somali,fill,buuxiyo
somali,final,final
somali,find,ka heli
somali,fine,ganaax
somali,finger,farta
somali,finish,dhammayn
somali,fire,dab
somali,first,marka hore
somali,fish,kalluunka
somali,fit,ku haboon
somali,five,shan
somali,flat,guri
somali,floor,dabaqa
somali,flow,qulquli
somali,flower,ubax
somali,fly,duuli
somali,follow,raacaan
somali,food,cunto
somali,foot,cagta
somali,for,for
somali,force,ciidanka
somali,forest,kaynta
somali,form,foomka
somali,forward,weeraryahanka
somali,found,helay
somali,four,afar
somali,fraction,jajab
somali,free,lacag la’aan ah
somali,fresh,cusub
somali,friend,saaxiib
somali,from,laga bilaabo
somali,front,hore
somali,fruit,midho
somali,full,buuxa
somali,fun,madadaalo
somali,game,ciyaarta
somali,garden,beer
somali,gas,gaaska
somali,gather,ururiyaan
somali,gave,siiyeen
somali,general,guud ahaan
somali,gentle,tur
somali,get,heli
somali,girl,gabadh
somali,give,siin
somali,glad,faraxsanahay
somali,glass,galaas
somali,go,tagaan
somali,gold,dahab
somali,gone,jiheysteen
somali,good,wanaag
somali,got,helay
somali,govern,xukumaan
somali,grand,grand
somali,grass,cawska
somali,gray,cawl
somali,great,weyn
somali,green,cagaar ah
somali,grew,koray
somali,ground,dhulka
somali,group,kooxda
somali,grow,koraan
somali,guess,malo
somali,guide,hagaan
somali,gun,qoriga
somali,had,lahayd
somali,hair,timaha
somali,half,qeybtii
somali,hand,gacanta
somali,happen,dhici
somali,happy,ku faraxsan
somali,hard,adag
somali,has,waxay leedahay
somali,hat,hat
somali,have,leeyihiin
somali,he,uu
somali,head,madaxa
somali,hear,bay maqlaan
somali,heard,maqlay
somali,heart,wadnaha
somali,heat,kulaylka
somali,heavy,culus
somali,held,ay caado
somali,help,caawin
somali,her,iyada
somali,here,halkan
somali,high,sare
somali,hill,kur
somali,him,isaga
somali,his,uu
somali,history,taariikhda
somali,hit,dhuftey
somali,hold,qaban
somali,hole,god
somali,home,guriga
somali,hope,rajeyneynaa
somali,horse,faras
somali,hot,kulul
somali,hour,saacad
somali,house,guriga
somali,how,sida
somali,huge,weyn
somali,human,aadanaha
somali,hundred,boqol
somali,hunt,ugaarsi
somali,hurry,degdegay
somali,i,ayaan
somali,ice,baraf
somali,idea,fikrad
somali,if,haddii
somali,imagine,qiyaasi
somali,in,in
somali,inch,inji ah
somali,include,waxaa ka mid ah
somali,indicate,waxay tilmaamayaan
somali,industry,warshadaha
somali,insect,cayayaanka
somali,instant,dumaya
somali,instrument,aalad
somali,interest,danta
somali,invent,soo jeedi
somali,iron,birta
somali,is,waa
somali,island,jasiirada
somali,it,waxa
somali,job,shaqo
somali,join,biiraan
somali,joy,farxad
somali,jump,boodaan
somali,just,kaliya
somali,keep,hayn
somali,kept,hayn
somali,key,muhiimka ah
somali,kill,dilaan
somali,kind,nooca
somali,king,oo boqorkii
somali,knew,ogaa
somali,know,ogahay
somali,lady,marwada
somali,lake,harada
somali,land,dhulka
somali,language,luqadda
somali,large,waaweyn
somali,last,ee la soo dhaafay
somali,late,dabayaaqadii
somali,laugh,qosol
somali,law,sharciga
somali,lay,"jiifay,"
somali,lead,keeni
somali,learn,bartaan
somali,least,ugu yaraan
somali,leave,ka tago
somali,led,keentay
somali,left,ka tagay
somali,leg,lugta
somali,length,dherer
somali,less,yar
somali,let,ha
somali,letter,warqad
somali,level,heerka
somali,lie,been ku
somali,life,nolosha
somali,lift,wiishka
somali,light,nalka
somali,like,sida
somali,line,line
somali,liquid,dareere
somali,list,liiska
somali,listen,dhegayso
somali,little,yar
somali,live,ku nooshahay
somali,locate,hel
somali,log,diiwaan
somali,lone,keliya
somali,long,dheer
somali,look,fiiri
somali,lost,badiyay
somali,lot,badan
somali,loud,weyn
somali,love,jecel
somali,low,hooseeyo
somali,machine,mashiinka
somali,made,sameeyey
somali,magnet,soojiidashada
somali,main,main
somali,major,waaweyn ee
somali,make,sameeyo
somali,man,nin
somali,many,badan
somali,map,khariidad
somali,mark,calaamadda
somali,market,suuqa
somali,mass,mass
somali,master,sayidkiisii
somali,match,ciyaar
somali,material,wax
somali,matter,arrinta
somali,may,waxaa laga yaabaa
somali,me,ii
somali,mean,macnaheedu
somali,meant,loogu tala galay
somali,measure,loo qiyaaso
somali,meat,hilibka
somali,meet,kulmin
somali,melody,luuq
somali,men,ragga
somali,metal,biraha
somali,method,habka
somali,middle,dhexe
somali,might,itaal
somali,mile,mile
somali,milk,caanaha
somali,million,milyan oo
somali,mind,maskaxda
somali,mine,anigaa iska leh
somali,minute,daqiiqadii
somali,miss,daahid
somali,mix,qaso
somali,modern,casri ah
somali,molecule,molecule
somali,moment,joogo
somali,money,lacag
somali,month,bil
somali,moon,dayaxuna
somali,more,dheeraad ah
somali,morning,subax
somali,most,ugu
somali,mother,hooyo
somali,motion,dhaqdhaqaaq
somali,mount,buur
somali,mountain,buur
somali,mouth,afka
somali,move,dhaqaaqo
somali,much,badan
somali,multiply,ku dhufo
somali,music,music
somali,must,waa in
somali,my,aan
somali,name,magaca
somali,nation,qaranka
somali,natural,dabiiciga ah
somali,nature,dabiiciga ah
somali,near,dhow
somali,necessary,lagama maarmaan
somali,neck,luqunta
somali,need,u baahan
somali,neighbor,deris
somali,never,marnaba
somali,new,cusub
somali,next,soo socda
somali,night,habeen
somali,nine,sagaal
somali,no,no
somali,noise,buuq
somali,noon,duhurkii
somali,nor,mana
somali,north,waqooyiga
somali,nose,sanka
somali,note,qorid
somali,nothing,waxba
somali,notice,ogaysiis
somali,noun,magac
somali,now,hadda
somali,number,lambarka
somali,numeral,tireedyada
somali,object,shay
somali,observe,u dhawrtaan
somali,occur,dhacaan
somali,ocean,badda
somali,of,ah
somali,off,fasax
somali,offer,dalab
somali,office,xafiiska
somali,often,badanaa
somali,oh,oh
somali,oil,saliidda
somali,old,jir
somali,on,on
somali,once,mar
somali,one,mid ka mid
somali,only,kaliya
somali,open,furan
somali,operate,shaqeeyaan
somali,opposite,soo horjeeda
somali,or,ama
somali,order,si
somali,organ,xubin
somali,original,asalka
somali,other,kale
somali,our,our
somali,out,out
somali,over,ka badan
somali,own,gaarka ah
somali,oxygen,oksijiinka
somali,page,bogga
somali,paint,rinji
somali,pair,labada ciyaaryahan
somali,paper,warqad
somali,paragraph,baaragaraafka
somali,parent,waalidka
somali,part,qayb ka mid
somali,particular,gaar
somali,party,xisbiga
somali,pass,gudubto
somali,past,ee la soo dhaafay
somali,path,waddo
somali,pattern,naqshad
somali,pay,bixin
somali,people,dadka
somali,perhaps,laga yaabee
somali,period,muddo
somali,person,qof
somali,phrase,odhaahda
somali,pick,qaado
somali,picture,sawir
somali,piece,gabal
somali,pitch,garoonka
somali,place,meel
somali,plain,bannaankii
somali,plan,qorshaha
somali,plane,diyaarad
somali,planet,caalamka
somali,plant,warshad
somali,play,ciyaaro
somali,please,fadlan
somali,plural,jamac
somali,poem,gabay
somali,point,dhibcood
somali,poor,saboolka ah
somali,populate,dad
somali,port,dekedda
somali,pose,bandhig
somali,position,booska
somali,possible,suurto gal
somali,post,post
somali,pound,pound
somali,power,awood
somali,practice,practice
somali,prepare,diyaariyaan
somali,present,xaadirka ah
somali,press,-saxaafadeed
somali,pretty,quruxsan
somali,print,daabacaad
somali,probable,dhici kara
somali,problem,dhibaatada
somali,process,habka
somali,produce,soo saaraan
somali,product,wax soo saarka
somali,proper,habboon
somali,property,hantida
somali,protect,ilaaliyaan
somali,prove,cadayso
somali,provide,siiyaan
somali,pull,jiid
somali,push,riix
somali,put,dhigay
somali,quart,rubuc
somali,question,su’aasha
somali,quick,degdeg ah
somali,quiet,degan
somali,quite,iska
somali,quotient,qeybtu
somali,race,jinsiyadda
somali,radio,raadiyaha
somali,rail,rail
somali,rain,roob
somali,raise,kor u
somali,ran,orday
somali,range,kala duwan
somali,rather,halkii
somali,reach,gaaraan
somali,read,akhriyi
somali,ready,diyaar
somali,real,dhabta ah
somali,reason,sababta
somali,receive,heli
somali,record,rikoor
somali,red,cas
somali,region,gobolka
somali,remember,xusuusnow
somali,repeat,celiyaan
somali,reply,jawaabtid
somali,represent,metelaan
somali,require,waxay u baahan yihiin
somali,rest,nasasho
somali,result,natiijada
somali,rich,qani
somali,ride,fuulidda
somali,right,xaq u
somali,ring,giraanta
somali,rise,kici
somali,river,webi
somali,road,wadada
somali,rock,dhagax weyn
somali,roll,roll
somali,room,qolka
somali,root,xididka
somali,rope,xarig
somali,rose,kacay
somali,round,wareega
somali,row,isku xigta
somali,rub,salaax
somali,rule,xeerka
somali,run,orod
somali,safe,ammaan ah
somali,said,ayuu yiri
somali,sail,shiraaq
somali,salt,cusbo
somali,same,isla
somali,sand,ciid
somali,sat,sabti
somali,save,badbaadin
somali,saw,miinshaar
somali,say,dheh
somali,scale,cabir
somali,school,dugsiga
somali,science,sayniska
somali,score,score
somali,sea,badda
somali,search,raadinaya
somali,season,xilli ciyaareedkan
somali,seat,kursiga
somali,second,labaad
somali,section,qaybta
somali,see,eeg
somali,seed,abuur
somali,seem,muuqdaan
somali,segment,gabal
somali,select,doorasho
somali,self,self
somali,sell,iibiyaan
somali,send,soo diri
somali,sense,dareenka
somali,sent,u diray
somali,sentence,xukunka
somali,separate,gaar ah
somali,serve,adeegaan
somali,set,set
somali,settle,dagaan
somali,seven,toddobada
somali,several,dhowr
somali,shall,waa
somali,shape,muuqaal
somali,share,saamiga
somali,sharp,fiiqan
somali,she,iyada
somali,sheet,xaashida
somali,shell,gaboodka
somali,shine,iftiimin
somali,ship,markab
somali,shoe,kabaha
somali,shop,dukaan
somali,shore,xeebta
somali,short,gaaban
somali,should,waa in
somali,shoulder,garabka
somali,shout,qaylo
somali,show,show
somali,side,kooxda
somali,sight,hortiisa
somali,sign,calaamad
somali,silent,aamusan
somali,silver,lacag
somali,similar,la mid ah
somali,simple,fudud
somali,since,tan
somali,sing,gabyi
somali,single,hal
somali,sister,walaashaa
somali,sit,fadhiisan
somali,six,lix
somali,size,xajmiga
somali,skill,xirfad
somali,skin,maqaarka
somali,sky,cirka
somali,slave,addoon
somali,sleep,hurdo
somali,slip,taraarixid
somali,slow,gaabis ah
somali,small,yar
somali,smell,urta
somali,smile,dhoola
somali,snow,baraf
somali,so,si
somali,soft,jilicsan
somali,soil,ciid
somali,soldier,askari
somali,solution,xal
somali,solve,xaliyaan
somali,some,qaar ka mid ah
somali,son,ina
somali,song,hees
somali,soon,ugu dhakhsaha badan
somali,sound,dhawaaqu
somali,south,koonfur
somali,space,space
somali,speak,hadlaan
somali,special,gaarka ah
somali,speech,hadalka
somali,speed,xawaaraha
somali,spell,muddo
somali,spend,qaataan
somali,spoke,hadlay
somali,spot,kaalinta
somali,spread,faafidda
somali,spring,gu ’
somali,square,laba jibbaaran
somali,stand,taagan
somali,star,xiddiga
somali,start,bilowga
somali,state,state
somali,station,saldhiga
somali,stay,joogo
somali,stead,ka noqday
somali,steam,uumi
somali,steel,birta
somali,step,tallaabada
somali,stick,ul
somali,still,weli
somali,stone,dhagax
somali,stood,istaagay
somali,stop,joojin
somali,store,dukaanka
somali,story,sheeko
somali,straight,si toos ah
somali,strange,la yaab leh
somali,stream,webigu
somali,street,wadada
somali,stretch,kalabixi
somali,string,xarig
somali,strong,xoog
somali,student,ardaygu
somali,study,daraasad
somali,subject,maado
somali,substance,mukhaadaraadka
somali,subtract,jartaa
somali,success,guul
somali,such,noocaas ah
somali,sudden,lama filaan ah
somali,suffix,horgalka
somali,sugar,sonkorta
somali,suggest,soo jeedin
somali,suit,suud
somali,summer,xagaaga
somali,sun,qorraxda
somali,supply,siin
somali,support,taageero
somali,sure,hubi in
somali,surface,dusha
somali,surprise,layaab
somali,swim,dabbaasha
somali,syllable,xarfaha
somali,symbol,astaanta
somali,system,nidaamka
somali,table,miiska
somali,tail,dabadaba
somali,take,qaadato
somali,talk,wadahadal
somali,tall,dheer
somali,teach,bari
somali,team,kooxda
somali,teeth,ilkaha
somali,tell,sheeg
somali,temperature,heerkulka
somali,ten,toban
somali,term,dheer
somali,test,baaritaanka
somali,than,ka badan
somali,thank,mahad
somali,that,in
somali,the,ka
somali,their,ay
somali,them,iyaga oo
somali,then,markaas
somali,there,waxaa
somali,these,waxay
somali,they,ay
somali,thick,qaro weyn
somali,thin,dhuuban
somali,thing,wax
somali,think,u malaynayso
somali,third,saddexaad
somali,this,this
somali,those,kuwa
somali,though,inkastoo
somali,thought,fikirka
somali,thousand,kun
somali,three,saddex
somali,through,iyada oo
somali,throw,tuurin
somali,thus,sidaas
somali,tie,kulanka
somali,time,waqtiga
somali,tiny,yaryar
somali,tire,taayir
somali,to,si ay u
somali,together,wada
somali,told,sheegay
somali,tone,midab
somali,too,sidoo kale
somali,took,qaaday
somali,tool,aalad
somali,top,sare ee
somali,total,wadarta
somali,touch,taabto
somali,toward,xagga
somali,town,magaalada
somali,track,track
somali,trade,ganacsiga
somali,train,tareenka
somali,travel,safarka
somali,tree,geed
somali,triangle,xagalka
somali,trip,safarka
somali,trouble,dhibaato
somali,truck,gaari
somali,true,run
somali,try,isku day
somali,tube,tuubada
somali,turn,markooda
somali,twenty,labaatan
somali,two,laba
somali,type,nooc
somali,under,under
somali,unit,unit
somali,until,ilaa
somali,up,ilaa
somali,us,us
somali,use,isticmaalka
somali,usual,caadiga ah
somali,valley,dooxada
somali,value,qiimaha
somali,vary,kala duwanaan
somali,verb,falka
somali,very,aad u
somali,view,aragtida
somali,village,tuulada
somali,visit,booqasho
somali,voice,codka
somali,vowel,shaqal
somali,wait,sugto
somali,walk,socon
somali,wall,derbiga
somali,want,doonaysid in
somali,war,dagaal
somali,warm,diiran
somali,was,ahaa
somali,wash,dhaqmo
somali,watch,daawado
somali,water,biyaha
somali,wave,ruxruxo
somali,way,hab
somali,we,waxaan
somali,wear,xirtaan
somali,weather,cimilo
somali,week,toddobaadka
somali,weight,miisaanka
somali,well,sidoo
somali,went,u galay
somali,were,jiray
somali,west,galbeed
somali,what,waxa
somali,wheel,wheel
somali,when,marka
somali,where,halkaas oo
somali,whether,haddii
somali,which,taas oo
somali,while,halka
somali,white,cad
somali,who,kuwaas oo
somali,whole,oo dhan
somali,whose,kuwaas oo
somali,why,sababta
somali,wide,ballaaran
somali,wife,xaaskiisa
somali,wild,duurjoogta ah
somali,will,dardaaran
somali,win,badisay
somali,wind,dabaysha
somali,window,furmo
somali,wing,garabka
somali,winter,jiilaalka
somali,wire,silig
somali,wish,rabto
somali,with,la
somali,woman,haweeney
somali,women,dumarka
somali,wonder,layaabeen
somali,won’t,"ma yeelan doonaan,"
somali,wood,alwaax
somali,word,erayga
somali,work,shaqada
somali,world,adduunka
somali,would,lahaa
somali,write,qori
somali,written,qoraal ah
somali,wrong,khalad
somali,wrote,qoray
somali,yard,daarada
somali,year,sano
somali,yellow,jaalaha ah
somali,yes,haa
somali,yet,weli
somali,you,aad
somali,young,dhalinyarada
somali,your,aad
